cDesc,cSize,cGenes,k_input_from_cGenes,k_present,k_missing,fraction_present,category_score_z,null_mean_score_z,p_one_sided,tail,p_corrected
DNA replication,146,"PSMD1, PSMD12, PSMA5, CTC1, PSMD9, BARD1, PSMC3, GEN1, TERF1, PCNA, RBBP7, ZGRF1, MCMBP, RFC3, DONSON, CDC34, RFC1, STOML2, CCNE1, RPS27A, CHAF1B, S100A11, THOC1, RBMS1, GMNN, POLB, PSME3, MCM7, NFIX, CIZ1, ATG7, SSBP1, HELB, RAD17, TRAIP, BLM, DNAJC2, REV3L, PRIM1, PSMD8, RFC5, PSME1, SEM1, ATAD5, PSMB7, ORC6, RBBP4, RNASEH2A, PURA, DTD1, DDX11, CHTF18, SLX4, SUPT16H, MAP2K4, MCM8, CHEK2, RECQL4, DSCC1, POLD3, RTEL1, PSMD6, NFIC, PSMB8, NT5M, MCM5, ATRX, TWNK, DNAJA3, PSMA7, RMI1, LIG1, RRM2B, PSMA6, PSME2, PSMD2, TBRG1, CENPS, RBBP8, ZMPSTE24, GLI1, RPAIN, ADRA2A, STN1, NFIB, UBA52, TIMELESS, PSMB6, CDT1, CDK2AP1, NFIA, GINS2, REV1, SLFN11, JUN, CORT, WAPL, PSMB1, KIN, SENP2, WIZ, BCAR3, MCM3, PIF1, PSMC1, PSMB10, HRAS, DHX9, TSPYL2, TNFAIP1, GTPBP4, PSMB5, SETMAR, CINP, CDC42, ENDOG, RPA2, PSMC2, NAP1L1, RECQL, ATF1, PRIMPOL, CHAF1A, RAC1, EXD2, DACH1, CDC6, DNA2, ZRANB3, NPM2, POLE4, MCM6, PDS5A, CENPX, PRIM2, BRCA1, CDK9, POLD4, GRWD1, PSMD4, RNASEH1, RMI2, PSMB2, REPIN1, TOP1, PSMD7",146,146,0,1.0,-0.013781601563096046,1.3322676295501877e-19,0.7978202179782021,two-sided,0.9274322915690136
regulation of necrotic cell death,19,"TSPO, STUB1, BNIP3, FZD9, SLC6A13, MT3, PELI1, FLOT2, CFLAR, PPIF, CDC37, HEBP2, BIRC3, YBX3, SLC6A6, NOL3, SLC25A4, OGT, SDCBP",19,18,1,0.9473684210526315,-0.013794644735753536,1.9317880628477722e-18,0.6214378562143785,two-sided,0.8281116269499104
positive regulation of erythrocyte differentiation,11,"ZNF16, STAT1, BRD1, ACVR2A, HMGB2, FAM210B, INPP5D, HSPA1A, INHBA, ISG15, PRMT1",11,11,0,1.0,-0.013801047578454018,5.773159728050814e-19,0.6336366363363664,two-sided,0.8347400527603559
regulation of stem cell differentiation,55,"LBH, CBFB, PSMB8, METTL3, PSMD12, PSMA5, PSMD8, SEM1, PSMB6, CDK13, KMT2A, PSMC3, HES5, PSMB10, HES1, FOXC1, HSPA9, ZFP36L2, PTN, PSMD1, NUDT21, DHX36, PSMB7, ESRRB, PSME2, KDM4C, NSUN2, PSMD6, LMO1, SOX5, PSME3, PSMC1, LMO2, KDM3A, SLC4A11, PSMA7, LDB1, PSMC2, N4BP2L2, PSMD9, CDK6, MYB, SEMA3C, PRICKLE1, PDGFRA, PSME1, PSMD2, PSMB1, PSMB5, PSMD7, PSMB2, PSMD4, RBM24, YTHDF2, PSMA6",55,55,0,1.0,-0.013845796696841717,-5.773159728050814e-19,0.6287371262873712,two-sided,0.832492841111369
positive regulation of DNA recombination,32,"RBBP8, EPC1, TRRAP, MRGBP, ERCC2, MAD2L2, HMCES, UBE2B, MMS19, MBTD1, NSD2, MORF4L1, ING3, PARP1, POGZ, ACTL6A, KMT5B, ATAD5, WDR48, MSH2, MRNIP, ZCWPW1, TFRC, TIMELESS, ACTB, RIF1, PAXIP1, PTPRC, TP53BP1, ARID2, EPC2, STAT6",32,32,0,1.0,-0.013852065429091454,-7.549516567451064e-19,0.7074292570742926,two-sided,0.8782398464337046
negative regulation of calcineurin-NFAT signaling cascade,7,"MAPK7, PRNP, TBC1D10C, ATP2B4, DYRK2, FHL2, HOMER3",7,7,0,1.0,-0.013873052783310413,-1.354472090042691e-18,0.5882411758824118,two-sided,0.8076228074703098
myofibril assembly,33,"OBSCN, TNNT2, CFL2, MEF2A, ITGB1, MYOM2, CSRP2, TTN, EDN1, ACTA1, NRAP, CASQ1, KRT19, NEB, WDR1, PROX1, ACTG1, SRF, TMOD3, KRT8, TPM1, TCAP, CAPN3, TMOD1, LDB3, ADPRHL1, ACTN2, TNNT1, KLHL41, PDGFRA, FHOD3, ACTC1, CFLAR",33,33,0,1.0,-0.013892124406993389,-1.2323475573339238e-18,0.6539346065393461,two-sided,0.8459040379147926
negative regulation of nitric oxide biosynthetic process,9,"ROCK2, PTGIS, ATP2B4, RGN, GLA, TSPO, SIRPA, OPRM1, DYNLL1",9,9,0,1.0,-0.013914316892623901,1.9317880628477722e-18,0.6098390160983902,two-sided,0.8224034343970448
negative regulation of nitric oxide metabolic process,9,"OPRM1, RGN, DYNLL1, ATP2B4, GLA, TSPO, ROCK2, SIRPA, PTGIS",9,9,0,1.0,-0.013914316892623901,1.9317880628477722e-18,0.6098390160983902,two-sided,0.8224034343970448
eosinophil migration,6,"HRH1, DAPK2, CCL2, PTGER4, ADAM8, SCG2",6,6,0,1.0,-0.013939719647169113,2.5091040356528536e-18,0.5841415858414158,two-sided,0.8053989884030464
mitotic DNA integrity checkpoint,47,"PIDD1, PRMT1, RPA2, PPP1R10, FOXN3, SETMAR, CNOT6L, UIMC1, FBXO31, SYF2, BABAM2, CNOT7, CCND1, SOX4, TFDP2, FZR1, CRADD, E2F1, PPP2R5C, CDC6, BLM, TFDP1, MRNIP, MDC1, CHEK2, GADD45A, BABAM1, MAP3K20, BRCA1, RAD17, WAC, MSH2, BRSK1, CCNB1, DONSON, STK33, GIGYF2, PLAGL1, PCBP4, PCNA, CDKN1B, NEK11, NOP53, RPL26, ZNF385A, PLK2, CDC14B",47,47,0,1.0,-0.013953366316854954,-1.176836406102666e-18,0.7181281871812819,two-sided,0.8845717198191686
regulation of granulocyte chemotaxis,17,"CD74, MPP1, RAC1, MDK, MOSPD2, THBS4, MAPK3, TIRAP, IL34, DAPK2, EDN1, RIPOR2, CMKLR1, MCU, MAPK1, CAMK1D, CSF1R",17,17,0,1.0,-0.013982443138957024,-3.086420008457935e-18,0.6172382761723828,two-sided,0.826850358043939
regulation of B cell receptor signaling pathway,9,"CBFB, SLC39A10, CMTM3, LYN, FOXP1, ELF2, CD81, PRKCB, PRKCH",9,9,0,1.0,-0.013995417393743992,-7.327471962526033e-19,0.6714328567143286,two-sided,0.8544277861160795
placenta blood vessel development,16,"HEY1, RBM15, HES1, GGNBP2, NSDHL, PLCD3, PKD2, MAP2K1, HS6ST1, OVOL2, ITGB8, VASH1, PKD1, VASH2, NR2F2, MAPK1",16,16,0,1.0,-0.014010410755872726,-1.4654943925052066e-18,0.6885311468853115,two-sided,0.867302970198563
leukocyte migration,180,"PDGFB, VEGFA, HMOX1, ASB2, RAC1, AIRE, PIK3CB, RHOG, CHGA, PRSS56, EDN1, RIPOR2, INPP5D, CD58, SOS1, PREX1, CXADR, PTN, ROCK1, TNF, LYST, ADORA1, PDGFD, CCL2, CD99, HMGB1, TREM2, FN1, PPIL2, TEK, ITGA1, MADCAM1, ATP1B3, ADAM8, SLC7A11, SLC8B1, DAPK2, PIK3CD, PIP5K1C, ITGAV, CH25H, SWAP70, CALR, CSF1R, WNT5A, SLC16A8, PYCARD, MAPK1, GAS6, ATP1B1, SLAMF8, CD84, ECM1, CD99L2, MST1, EXT1, ANGPT1, KITLG, IL1B, NUP85, CCR1, HRH1, OLR1, NLRP3, RPS19, ITGA7, HCK, ITGAX, TNFRSF14, MCU, CYP7B1, THBD, SHC1, SLC3A2, CD44, ITGA2, EDN3, CD74, MOSPD2, ITGB2, WNK1, CCR5, P2RY12, VAV3, CREB3, MPP1, VEGFC, PTGER4, SLC7A8, THY1, IL6R, LYN, EPCAM, ADD2, SIRPA, CXCL2, GLG1, RTN4, OXSR1, DEFB131A, MMP14, MAPK3, THBS4, STK10, IL17RA, VAV1, STK39, CX3CR1, IGLL1, MERTK, ITGA2B, CORO1A, CMKLR1, JAM2, GRB14, HSD3B7, ITGB1, RET, AIF1, PLCB1, PLA2G7, PDE4B, MDK, PTPRO, SYK, CCL27, RABGEF1, DUSP1, MSN, ADTRP, GOLPH3, CD81, PIK3CA, CDC42, IL34, FUT9, SFTPD, GBA, ITGAM, SELPLG, PECAM1, PIK3R1, ST3GAL4, EDNRB, TNFRSF10B, S1PR1, TRPM2, WDR1, GPR183, MAG, SCG2, CAMK1D, BCR, CCL28, CXCR4, IL33, SPNS2, PIK3R2, TIRAP, JAML, ANXA1, PODXL2, CXCL14, GCNT1, SLC16A3, P2RX4, ESAM, DOCK8, SLC7A7, ITGB7, CHST2, CD200, LRCH1, KIT, FLT1, MIF, COL1A2, ALOX5, CXCL12, TNFRSF11A",180,180,0,1.0,-0.01402920763939619,3.3306690738754697e-19,0.7159284071592841,two-sided,0.8837241275872413
regulation of telomere maintenance via telomere lengthening,24,"CCT7, CTC1, TERF1, CTNNB1, ERCC4, TNKS2, MAP2K7, TCP1, MAPK1, CCT5, TNKS, SLX4, MCRS1, PKIB, MAPK3, RTEL1, STN1, CCT6A, HNRNPC, DHX36, PARP1, DCP2, PIF1, PINX1",24,24,0,1.0,-0.014049455523490906,-1.0658141036401502e-18,0.7165283471652835,two-sided,0.8837784856823324
cytoplasmic pattern recognition receptor signaling pathway in response to virus,16,"TSPAN6, UFD1, DHX58, BIRC3, ZCCHC3, IRF3, GPATCH3, NLRX1, TKFC, CLPB, NOP53, IFIH1, PUM1, NPLOC4, SEC14L1, ZC3HAV1",16,16,0,1.0,-0.014051416888833046,-5.329070518200751e-19,0.6664333566643336,two-sided,0.852824238259037
maintenance of protein location in cell,44,"SUFU, ANKRD13C, PDIA2, BCL3, TMSB10, CHCHD10, PFN4, TMSB4Y, GET4, GSN, TAF3, TAPT1, PINK1, GJA1, RER1, YWHAB, SCIN, RIT2, TMSB4X, SKP1, COPS9, ARL2BP, TSPO, NFKBIA, SYNE1, GOLPH3, VPS13D, NFKBIE, TMSB15A, INSIG2, CIZ1, SUN2, PKD1, ANK3, TOPORS, HK2, TMSB15B, SUN1, CREB3, DBN1, PKD2, KEAP1, GOPC, SORL1",44,44,0,1.0,-0.014059417881071568,6.661338147750939e-19,0.7917208279172083,two-sided,0.9240167618295069
'de novo' protein folding,17,"SDF2L1, CHCHD4, DNAJB1, HSPA8, DNAJB5, HSPA1A, DNAJC18, HSPA9, HSPH1, HSPE1, HSPA14, HSPA13, DNAJC2, TOR2A, FKBP1A, FKBP1B, CD74",17,17,0,1.0,-0.014067909680306911,2.6423307986078728e-18,0.603039696030397,two-sided,0.8185210269314374
negative regulation of glucose transport,14,"FABP5, INPP5K, STXBP3, ACE, ENPP1, GRB10, RSC1A1, PID1, OSTN, PEA15, MYC, PRKCB, IL1B, TNF",14,14,0,1.0,-0.014126429334282875,-4.218847493575595e-19,0.6341365863413658,two-sided,0.8347400527603559
otic vesicle development,6,"PAX8, TCAP, AHI1, STOX1, FGFR2, PROX1",6,6,0,1.0,-0.01416164729744196,-1.1546319456101627e-18,0.6383361663833617,two-sided,0.8367815090268602
prostate gland development,21,"UBE3A, EAF2, PLAG1, ID4, PTCH1, FGFR2, CTNNB1, TNC, WNT5A, GLI3, ANXA1, SMARCC1, SERPINF1, CYP7B1, AR, NKX3-1, CDKN1B, GLI1, SFRP1, WDR77, SULF1",21,21,0,1.0,-0.01416967622935772,2.6645352591003755e-19,0.6823317668233176,two-sided,0.8624673532646735
regulation of response to cytokine stimulus,74,"SH2B3, CD74, TRIM44, TREM2, PELI3, CARD16, TTLL12, SYK, CASP1, CHUK, SLIT3, CLIP3, IRAK1, RNASEL, CACTIN, TLR2, PTPN2, STAT1, IL6ST, PAFAH1B1, NR1H2, TRADD, ISG15, TLR4, PYCARD, CFLAR, ROBO1, JAK2, MAPK7, JAK1, GAS6, OTUD4, CCDC3, IFIH1, YTHDF2, HSPA1A, PPARG, CNOT7, TNF, CXCR4, SPHK1, DNAJA3, MAP2K5, ANGPT1, PTPRC, DHX9, AGPAT1, RABGEF1, IRF3, PXDN, TRIM32, PYDC1, TRAIP, RIPK2, WNT5A, IKBKB, GSTP1, ECM1, IFNAR2, NR1H3, SIGIRR, EDN1, TRIM41, CD24, METTL3, LAPTM5, NOL3, TAX1BP1, HSP90AB1, C1QTNF4, CBFB, BIRC3, RNF113A, CDC37",74,73,1,0.9864864864864865,-0.01417058426886797,-6.217248937900877e-19,0.7915208479152085,two-sided,0.9239678268594865
DNA damage checkpoint,52,"TP53BP1, UIMC1, CNOT6L, CEP63, ZNF385A, MSH2, FBXO31, SYF2, NEK11, CDKN1B, BRSK1, PCNA, CDC14B, TFDP1, PIDD1, FOXN3, MDC1, MAP3K20, MRNIP, TFDP2, CLOCK, THOC5, BRCA1, DOT1L, PPP2R5C, GADD45A, PLK2, RPL26, FZR1, BABAM1, CHEK2, NOP53, GIGYF2, CCNB1, BABAM2, E2F1, CNOT7, BLM, PRMT1, CCND1, SOX4, PLAGL1, THOC1, CRADD, USP28, RAD17, WAC, PPP1R10, STK33, PCBP4, DONSON, RPA2",52,52,0,1.0,-0.01418277621269226,-9.547918011776346e-19,0.6943305669433056,two-sided,0.8721033374643201
regulation of lipid transport,65,"P2RX4, ABCG1, TREM2, LDLRAP1, SYK, ATP8A2, ACSL4, TMF1, CRH, DBI, NFKB1, TNFRSF11A, ATP5PF, YJEFN3, ABCA7, LPCAT3, NR1H2, NKX3-1, EDN1, NFKBIA, ABCG4, DENND5B, APOC1, PTCH1, MAP2K6, MIF, KDM5B, POMC, NUS1, FIS1, ERFE, ITGAV, ABCA1, NAXE, TAC1, NTSR1, SAR1B, PLA2R1, PLA2G4A, ANXA2, PPARG, GAL, PLTP, TSPO, NR1H3, TTC39B, MYB, APOE, IL1B, SPP1, OSBPL6, PRELID1, ATP8A1, ABCA5, EEPD1, PRKCD, DAB2, BMP6, SURF4, SIRT1, PTGES, GALR1, CRY1, LAMTOR1, RXRA",65,65,0,1.0,-0.014206483028829098,-7.66053886991358e-19,0.7309269073092691,two-sided,0.8941053626186618
positive regulation of double-strand break repair via nonhomologous end joining,7,"PARP3, SMCHD1, FH, RIF1, MAD2L2, SETMAR, KMT5B",7,7,0,1.0,-0.01426632795482874,-3.4638958368304882e-18,0.6149385061493851,two-sided,0.8256615771587746
positive regulation of B cell mediated immunity,16,"NSD2, HMCES, KMT5B, TFRC, TREM2, MAD2L2, TP53BP1, RIF1, PAXIP1, MSH2, TNF, C3, STAT6, PTPRC, ATAD5, NECTIN2",16,16,0,1.0,-0.014297624118626118,-4.440892098500626e-19,0.6963303669633036,two-sided,0.8721790631562379
positive regulation of immunoglobulin mediated immune response,16,"MAD2L2, TFRC, RIF1, MSH2, TREM2, PAXIP1, TNF, PTPRC, NSD2, C3, KMT5B, HMCES, STAT6, TP53BP1, ATAD5, NECTIN2",16,16,0,1.0,-0.014297624118626118,-4.440892098500626e-19,0.6963303669633036,two-sided,0.8721790631562379
intracellular sterol transport,14,"STAR, SERAC1, ABCA1, ARL8B, STARD4, GRAMD1B, ANXA2, OSBPL2, LDLR, NPC2, LDLRAP1, NUS1, ABCG1, PIP4K2A",14,14,0,1.0,-0.014305735938251019,-1.787459069646502e-18,0.6334366563343665,two-sided,0.8347400527603559
tyrosine phosphorylation of STAT protein,27,"SH2B3, LYN, IL15, TNF, SUZ12, PIBF1, GGNBP2, CSF1R, JAK2, INPP5F, HES5, NF2, FLT3, IL6ST, HDAC2, IGF1, IL6R, KIT, CRLF1, ARL2BP, HES1, GHR, HCLS1, ISL1, PTPN2, FGFR3, LIF",27,26,1,0.9629629629629629,-0.01431073434650898,2.6922908347160047e-19,0.8381161883811619,two-sided,0.9447796446734038
negative regulation of smooth muscle cell proliferation,30,"CNN1, PPARD, APLN, EFEMP2, HMOX1, GSTP1, GPER1, MEF2C, PDCD4, CDKN1B, MFN2, GNA12, VIP, IL15, VIPR2, AIF1, PRKG1, CTNNBIP1, S1PR2, ANG, TPM1, IGFBP5, NPR3, PPARGC1A, SOD2, APOE, NDRG4, TRIB1, ILK, PPARG",30,30,0,1.0,-0.014328843913972378,-1.3322676295501879e-18,0.6742325767423257,two-sided,0.8561172119104337
cellular senescence,36,"MAP3K5, MAP2K7, ID2, YPEL3, NAMPT, SRF, B2M, CDK6, MAP2K3, PRMT6, SLC30A10, CDKN2A, MAP2K6, ARG2, KRAS, CDKN1B, MAP2K1, PLK2, YBX1, SIRT1, PLA2R1, MAP2K4, MAPK10, PAWR, HRAS, KAT6A, MAP3K3, SMC6, SMC5, CALR, ULK3, TWIST1, HLA-G, MAPK11, ARNTL, PRKCD",36,36,0,1.0,-0.014408167451620102,-5.495603971894525e-19,0.776022397760224,two-sided,0.9176025358629185
negative regulation of carbohydrate metabolic process,23,"C1QTNF3, MST1, NUPR1, C1QTNF12, COX11, TIGAR, CRY1, PGP, SMPD3, FAM3A, GRB10, HDAC4, PASK, ENPP1, CBFA2T3, INPP5K, SLC25A12, MAEA, PPARGC1A, SOGA1, ERFE, GIT1, LEPR",23,23,0,1.0,-0.014442943036556244,6.3282712403633925e-19,0.8014198580141986,two-sided,0.9281579665364816
negative regulation of cell cycle G1/S phase transition,55,"NKX3-1, DLG1, CDKN2C, BCL2, PRMT1, TFDP2, CDK6, FHL1, GJC2, GIGYF2, PRMT2, PPP2R5C, METTL13, BTN2A2, PLK2, CRLF3, SUSD2, NACC2, GADD45A, TFDP1, FBXO31, ACVR1, PCNA, DACT1, DCUN1D3, CCNB1, FAM107A, INHBA, ZNF655, CCL2, PKD2, RPL26, CCND1, PLAGL1, ZNF385A, PCBP4, MYO16, RB1, CRADD, CNOT7, WAC, CDKN2A, PLK5, E2F1, CNOT6L, SLFN11, PIDD1, APBB1, CHEK2, JADE1, CDKN2D, CDKN1B, GPNMB, RPA2, SOX4",55,55,0,1.0,-0.014504159800708294,-2.4424906541753445e-19,0.7167283271672833,two-sided,0.8837784856823324
apoptotic process involved in development,14,"XKR6, BCL2L11, XKR4, ROBO2, CRYAB, FOXC1, SLIT3, XKR8, JAG2, SIX3, PAX8, XKR9, LEF1, BAK1",14,14,0,1.0,-0.014522017911076546,1.3322676295501877e-19,0.6986301369863014,two-sided,0.873437078875517
negative regulation of G1/S transition of mitotic cell cycle,51,"JADE1, PLK2, SOX4, PLAGL1, CRLF3, RPA2, PCNA, GIGYF2, CDKN1B, INHBA, GPNMB, CCNB1, FBXO31, DCUN1D3, PKD2, CDKN2C, PLK5, PCBP4, CDKN2D, PRMT2, E2F1, RB1, BTN2A2, FHL1, ZNF655, PRMT1, CDKN2A, GADD45A, FAM107A, TFDP1, MYO16, CDK6, CNOT6L, GJC2, ACVR1, CCL2, WAC, CCND1, TFDP2, ZNF385A, BCL2, RPL26, CHEK2, DLG1, PPP2R5C, NACC2, PIDD1, CNOT7, CRADD, SLFN11, DACT1",51,51,0,1.0,-0.014530520886182785,-9.325873406851314e-19,0.7438256174382561,two-sided,0.8999738552939658
pri-miRNA transcription from RNA polymerase II promoter,23,"HDAC4, SRF, LILRB4, TNF, PPARG, NFIB, SMAD1, NFATC3, DDX5, TEAD1, NR3C1, APLN, PPARD, FGF2, FOS, SMAD6, PDGFB, NR1H2, EGR1, SMAD3, SREBF1, MYC, JUN",23,23,0,1.0,-0.014537161216139793,-8.548717289613706e-19,0.7594240575942406,two-sided,0.9089411632020012
regulation of cell adhesion mediated by integrin,18,"SNAI2, ADAM9, PLAU, WNK1, NEXMIF, SYK, SKAP1, CYP1B1, SWAP70, RET, IFT74, LYN, P2RY12, TESC, CIB1, LIF, ITGB1BP1, FERMT1",18,18,0,1.0,-0.014621204696595669,3.774758283725532e-19,0.675032496750325,two-sided,0.8567607416418583
craniofacial suture morphogenesis,8,"RAB23, MMP14, MMP16, INSIG2, TMEM107, FOXN3, TWIST1, GLI3",8,8,0,1.0,-0.014628886245191097,2.4646951146678476e-18,0.6178382161783822,two-sided,0.8270854618224919
syncytium formation,29,"SCGB3A1, ITGB1, CAMK1, PLEKHO1, CD53, TMEM182, ADGRB3, TCTA, MYMX, NOS1, CACNA1H, TANC1, RIPOR2, EHD1, EHD2, ADAM9, ERCC1, CD81, SH3PXD2A, MYOF, CFLAR, ADAMTS5, IL4R, KCNH1, JAM2, VASH2, TYROBP, TREM2, NPHS1",29,29,0,1.0,-0.01463679876178503,-1.687538997430238e-18,0.7111288871112889,two-sided,0.8811486803841871
macrophage cytokine production,10,"SPON2, CD74, WNT5A, LAPTM5, HLA-G, TLR4, SEMA7A, SIRT1, RTN4, PLCG2",10,10,0,1.0,-0.014646130613982677,2.0872192862952944e-18,0.6961303869613039,two-sided,0.8721790631562379
regulation of macrophage cytokine production,10,"CD74, LAPTM5, RTN4, SPON2, PLCG2, WNT5A, TLR4, SEMA7A, SIRT1, HLA-G",10,10,0,1.0,-0.014646130613982677,2.0872192862952944e-18,0.6961303869613039,two-sided,0.8721790631562379
positive regulation of macrophage cytokine production,10,"WNT5A, PLCG2, SIRT1, LAPTM5, HLA-G, TLR4, SPON2, CD74, RTN4, SEMA7A",10,10,0,1.0,-0.014646130613982677,2.0872192862952944e-18,0.6961303869613039,two-sided,0.8721790631562379
modulation of programmed cell death in other organism,6,"SERPINB9, BAD, TRIM27, MAPK1, BCL2L11, MAPK3",6,6,0,1.0,-0.014653031714260578,-4.440892098500626e-19,0.6301369863013698,two-sided,0.832492841111369
modulation of apoptotic process in other organism,6,"SERPINB9, BAD, BCL2L11, MAPK3, MAPK1, TRIM27",6,6,0,1.0,-0.014653031714260578,-4.440892098500626e-19,0.6301369863013698,two-sided,0.832492841111369
modulation by symbiont of host programmed cell death,6,"TRIM27, MAPK3, SERPINB9, MAPK1, BAD, BCL2L11",6,6,0,1.0,-0.014653031714260578,-4.440892098500626e-19,0.6301369863013698,two-sided,0.832492841111369
modulation by symbiont of host apoptotic process,6,"BAD, BCL2L11, MAPK1, TRIM27, SERPINB9, MAPK3",6,6,0,1.0,-0.014653031714260578,-4.440892098500626e-19,0.6301369863013698,two-sided,0.832492841111369
modulation of programmed cell death in other organism involved in symbiotic interaction,6,"BCL2L11, BAD, SERPINB9, MAPK1, MAPK3, TRIM27",6,6,0,1.0,-0.014653031714260578,-4.440892098500626e-19,0.6301369863013698,two-sided,0.832492841111369
modulation by organism of apoptotic process in other organism involved in symbiotic interaction,6,"BCL2L11, MAPK1, TRIM27, BAD, MAPK3, SERPINB9",6,6,0,1.0,-0.014653031714260578,-4.440892098500626e-19,0.6301369863013698,two-sided,0.832492841111369
fatty acid beta-oxidation,33,"BDH2, ACAT2, HADH, ECH1, ABCD4, CROT, ACOX3, CPT1C, TWIST1, AUH, ECHS1, ETFDH, SLC25A17, ABCD2, SLC27A2, IRS1, PLIN5, ECI2, ACOT8, MECR, ACAA1, ACADL, ECHDC2, CNR1, PPARD, ACOX2, ETFA, HSD17B4, ETFB, CPT1A, HSD17B10, MFSD2A, ACAA2",33,33,0,1.0,-0.014668704941868782,-3.375077994860476e-18,0.6376362363763624,two-sided,0.8367815090268602
lipopolysaccharide-mediated signaling pathway,28,"LY96, LYN, MIF, CARD16, TRIB1, BCL10, TLR2, IL1B, MTDH, CACTIN, CD6, LY86, HCK, PRDX2, MAPK1, TICAM1, TLR4, CCL2, RIPK2, TNF, NFKBIA, MAPK3, IRF3, PRKCA, BMP6, IRAK1, SIGIRR, PLCG2",28,27,1,0.9642857142857143,-0.014726437628269196,-1.9984014443252817e-19,0.6611338866113389,two-sided,0.8505111645051118
monocyte chemotaxis,19,"AIF1, FLT1, DEFB131A, MOSPD2, DUSP1, CREB3, IL6R, CXCL12, PDGFB, PTPRO, CX3CR1, CCR1, PLA2G7, RPS19, HMGB1, TNFRSF11A, SLAMF8, CCL2, ANXA1",19,19,0,1.0,-0.014726616442203522,5.551115123125783e-19,0.6479352064793521,two-sided,0.8416411911206748
establishment of RNA localization,76,"NUP205, PURA, SEM1, YTHDC1, NSUN2, CPSF1, TPR, RFTN1, WDR33, NUP35, NUTF2, NDC1, YBX1, NUP85, RBM8A, CDC40, SIDT1, DDX39A, MRPL18, SARNP, ENY2, SEH1L, LSG1, HHEX, FIP1L1, CPSF6, NMD3, TSC1, UPF2, CETN3, EIF5A2, ZFP36L1, THOC2, RANBP17, DDX19B, KIF5C, SLU7, AAAS, SRSF5, HNRNPA3, ARC, LTV1, RAE1, THOC5, TERF1, MVP, MX2, RANBP2, NXF1, PHAX, NUP88, NCBP2, UPF3A, DDX25, SIDT2, TNKS, IGF2BP3, RRS1, PEG10, LRPPRC, SRSF11, HNRNPA1L2, EIF6, PNPT1, RPS15, RBFOX1, SENP2, SLBP, SRSF1, DHX9, NUP54, THOC1, STAU2, POLDIP3, CETN2, RAN",76,76,0,1.0,-0.014736962504684925,-6.217248937900877e-19,0.8016198380161984,two-sided,0.9281579665364816
positive regulation of epithelial cell differentiation,25,"AHI1, CTNNB1, TMEM100, BAD, CD24, KDF1, ACVRL1, PAX6, PRKCH, WNT10B, PAX8, OVOL2, CLDN5, NCOA3, ADD1, FGF2, LIF, FOXC1, BTG1, BMP6, MESP1, PTCH1, S1PR2, RFX3, NUMA1",25,25,0,1.0,-0.014867638237774372,9.325873406851314e-19,0.6883311668833116,two-sided,0.8672379313792757
positive regulation of DNA repair,52,"RIF1, FAM168A, MMS19, ACTL6A, NPAS2, NUDT16, ING3, DDX11, RNF8, PCNA, WDR48, SETMAR, EPC1, ZCWPW1, BABAM1, SMCHD1, DHX9, BRCA1, BABAM2, TRRAP, APBB1, MGMT, KMT5B, SPIRE2, PRKCG, RPS3, HMGB1, EYA4, EYA2, FMN2, PRRX1, MRNIP, ACTB, PARP1, RNF168, FH, SIRT1, TIMELESS, ARID2, POGZ, MRGBP, SLF1, PARP3, RBBP8, UIMC1, MAD2L2, EYA3, EPC2, MBTD1, SPIDR, TIGAR, MORF4L1",52,52,0,1.0,-0.014924703165888786,3.774758283725532e-19,0.7164283571642835,two-sided,0.8837784856823324
"DNA-templated transcription, elongation",41,"CDK9, HMGN1, RNF8, ENY2, POLR2G, HEXIM1, TCERG1, POLR2K, LEO1, TCEA2, NCBP2, POLR2I, POLR2J, MLLT1, ELL2, ELOB, RNF168, ELL3, CDK13, ERCC2, CTR9, AFF4, POLR2L, THOC1, GTF2F2, CBX7, NELFE, CCNT1, ELL, ELP4, POLR2H, EAF2, LDB1, ELP2, NELFA, GTF2H5, CCNH, SUPT16H, POLR2E, CTNNB1, THOC5",41,41,0,1.0,-0.014973295852541924,-1.5099033134902128e-18,0.7578242175782421,two-sided,0.9083152750298742
interstrand cross-link repair,22,"VCP, USP1, ERCC4, RPS27A, SLX4, DCLRE1A, ERCC1, CENPS, FANCI, RNF8, RPA2, RNF168, FANCC, FANCG, FANCL, CENPX, FAAP20, WDR48, DCLRE1C, UBA52, MCM8, RAD51D",22,22,0,1.0,-0.015013978816568851,3.9968028886505634e-19,0.6876312368763123,two-sided,0.866729670284373
morphogenesis of an epithelial sheet,23,"FERMT2, LAMA1, TMEFF2, LIN7C, PHLDB2, SOX11, WNT5A, DVL1, CD44, RHOC, CD151, ACVRL1, FLRT3, PDPN, SOS1, FERMT1, PHACTR4, SRF, RREB1, COL5A1, WNT7A, DDR1, DVL2",23,23,0,1.0,-0.01502169854938984,1.5876189252139739e-18,0.6799320067993201,two-sided,0.8607367933626734
